frame_id,child_frame_id,timestamp_sec,timestamp_nanosec,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
odom,base_link,1651236810,759004160,-28.456932067871094,106.5156478881836,-19.29574179649353,-0.012367498129606247,-0.0072561162523925304,-0.9402527213096619,-0.34017518162727356
odom,base_link,1651236810,779004160,-28.53435707092285,106.42283630371094,-19.293620586395264,-0.012142784893512726,-0.007073587737977505,-0.9402555227279663,-0.3401794731616974
odom,base_link,1651236810,819004160,-28.68895721435547,106.2374038696289,-19.289387941360474,-0.011675648391246796,-0.006642818450927734,-0.9402599930763245,-0.34019234776496887
odom,base_link,1651236810,849004032,-28.804697036743164,106.09849548339844,-19.2862468957901,-0.011324025690555573,-0.006273332983255386,-0.9402626156806946,-0.34020403027534485
odom,base_link,1651236810,889004032,-28.958757400512695,105.91352844238281,-19.2821261882782,-0.010868098586797714,-0.00573395099490881,-0.9402652382850647,-0.34022095799446106
odom,base_link,1651236810,949004032,-29.189308166503906,105.63668060302734,-19.276108980178833,-0.010418958961963654,-0.004922158550471067,-0.9402769804000854,-0.3402154743671417
odom,base_link,1651236810,989003776,-29.342565536499023,105.45256805419922,-19.27220845222473,-0.010343248955905437,-0.004166679922491312,-0.9402859210968018,-0.34020310640335083
odom,base_link,1651236811,19003904,-29.457324981689453,105.31476593017578,-19.26932668685913,-0.010450050234794617,-0.0038056953344494104,-0.9402934908866882,-0.34018293023109436
odom,base_link,1651236811,129003776,-29.877283096313477,104.81179809570312,-19.25908601284027,-0.011580041609704494,-0.00365317496471107,-0.9403221607208252,-0.3400687873363495
odom,base_link,1651236811,149003776,-29.953468322753906,104.72067260742188,-19.25727415084839,-0.01169145479798317,-0.0036065676249563694,-0.940327525138855,-0.34005096554756165
